Food Name                  ID          weight      18:2_n_6_c  18:3_n_3_c  Calcium_Ca  Carbohydra  Cholestero  Energy_kca  saturated_  trans_Fatt  Fiber_tota  Histidine_  Iron_Fe_mg  Isoleucine  Leucine_g   Lysine_g    Magnesium_  Sodium_Na_  Threonine_  Tryptophan  Vitamin_A_  Vitamin_B_  Vitamin_B_  Vitamin_C_  Vitamin_D_  Vitamin_E_  Vitamin_K_  
Pineapple, raw, all varie  9266        0.0         0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    
Pears, dried, sulfured, s  9260        5.66589320  0.000000    0.000000    0.618097    5.804965    0.000000    2.725638    0.041046    0.000000    8.241299    0.332453    2.609517    0.636911    0.509762    0.391945    1.545244    0.050388    0.535250    0.000000    0.162251    0.000000    0.795346    1.716937    0.000000    0.077262    3.187065    
Pears, raw                 9252        61.9981979  0.000000    0.000000    3.804435    28.613107   0.000000    13.385974   0.581233    0.000000    43.680547   0.727564    5.038986    2.948551    2.303954    2.278426    7.397512    0.183789    2.801123    2.037181    1.056787    0.000000    7.211020    20.196382   0.000000    3.381720    15.499549   
Peaches, dried, sulfured,  9246        0.0         0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    
Peaches, yellow, raw       9236        0.0         0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    
Papayas, raw               9226        0.0         0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    
Tangerines, (mandarin ora  9218        27.8975768  0.000000    0.000000    7.037798    11.277384   0.000000    5.600650    0.463639    0.000000    11.412645   1.800618    1.889511    2.050465    1.527797    1.929849    5.706322    0.165401    1.833357    0.916678    12.953352   0.000000    8.727317    56.429188   0.000000    2.536143    0.000000    
Oranges, raw, all commerc  9200        0.0         0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    
Mulberries, raw            9190        0.0         0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    
Melons, honeydew, raw      9184        0.0         0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    
Soy flour, full-fat, raw   16115       0.0         0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    
Litchis, raw               9164        0.0         0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    
Bulgur, dry                20012       0.0         0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    
Roselle, raw               9311        0.95855644  0.000000    0.000000    1.405157    0.328523    0.000000    0.177914    0.000000    0.000000    0.000000    0.000000    0.640577    0.000000    0.000000    0.000000    0.833291    0.017049    0.000000    0.000000    0.187572    0.000000    0.000000    0.871415    0.000000    0.000000    0.000000    
Sapodilla, raw             9313        0.0         0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    
Carrots, raw               11124       0.0         0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    
Mustard greens, raw        11270       0.0         0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    
Mushrooms, white, raw      11260       48.1290472  0.000000    0.000000    0.984458    4.754566    0.000000    4.010754    1.025477    0.000000    10.938419   16.096986   10.865980   15.814582   11.296130   11.132634   7.383433    0.713375    21.152004   27.675519   0.000000    5.048501    20.075217   7.656894    2.871335    0.218768    0.000000    
Lettuce, green leaf, raw   11253       0.0         0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    
Kale, raw                  11233       0.0         0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    
Ginger root, raw           11216       0.0         0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    
Eggplant, raw              11209       62.4828553  0.000000    0.000000    3.834175    11.133308   0.000000    5.916937    0.905291    0.000000    42.601945   8.432399    6.489038    12.156548   7.821355    6.348419    14.910681   0.370452    9.495614    9.238976    0.979845    0.000000    21.050373   10.413809   0.000000    8.520389    12.425567   
Cucumber, with peel, raw   11205       64.4501340  0.000000    0.000000    7.030923    7.089515    0.000000    3.661939    1.016188    0.000000    7.323879    3.781693    8.148421    5.851672    3.655636    4.040440    14.281563   0.382115    5.029652    5.294370    4.614044    0.000000    10.339593   13.671240   0.000000    0.878865    60.055805   
Coriander (cilantro) leav  11165       0.0         0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    
Cabbage, raw               11109       10.5051223  0.000000    0.000000    2.865033    1.846355    0.000000    0.994803    0.152205    0.000000    5.968819    1.356083    2.229413    1.362571    0.842415    0.999219    2.148775    0.560550    1.510183    1.898516    0.701933    0.000000    5.224472    29.127838   0.000000    0.716258    45.363027   
Strawberries, raw          9316        0.0         0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    
Broccoli, raw              11090       0.0         0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    
Beets, raw                 11080       56.7089107  0.000000    0.000000    6.186426    16.428399   0.000000    9.236678    0.652475    0.000000    36.087488   6.987680    20.484856   11.768725   7.542258    7.110271    22.232470   13.112534   10.947366   17.702124   1.275950    0.000000    15.238624   21.051034   0.000000    1.031071    0.644419    
Beans, snap, green, raw    11052       25.7449562  0.000000    0.000000    6.494750    5.437647    0.000000    3.023082    0.548543    0.000000    15.798041   5.136100    11.973497   7.346373    5.639640    4.897582    10.970862   0.457914    8.353716    8.036487    12.111831   0.000000    14.558979   23.794580   0.000000    4.797924    62.899607   
Amaranth leaves, raw       11003       3.12872099  0.000000    0.000000    4.586420    0.381135    0.000000    0.272578    0.121327    0.000000    0.000000    0.954625    3.277528    1.609721    1.193281    0.858969    2.933176    0.185497    1.272221    1.593489    6.222599    0.000000    2.409282    10.263153   0.000000    0.000000    202.655785  
Apples, raw, red deliciou  9500        50.2903536  0.000000    0.000000    2.057333    21.426738   0.000000    11.239132   0.000000    0.000000    26.288139   1.475425    2.497865    1.304586    1.278702    1.413302    4.286110    0.149082    1.239357    0.826238    1.885888    0.000000    6.857775    0.000000    0.000000    5.486220    7.429257    
Dates, medjool             9421        0.0         0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    
Tamarinds, raw             9322        30.7218906  0.000000    0.000000    15.500590   58.185397   0.000000    27.812620   3.560946    0.000000    35.609463   0.000000    38.841643   0.000000    0.000000    9.231443    48.177509   2.550038    0.000000    9.085334    0.628402    0.000000    8.132265    8.145956    0.000000    1.396450    4.887573    
Sugar-apples, (sweetsop),  9321        28.1547079  0.000000    0.000000    4.607134    20.169008   0.000000    10.024782   0.575892    0.000000    28.154707   0.000000    7.627705    0.000000    0.000000    3.347500    10.078105   0.751163    0.000000    4.625636    0.115178    0.000000    22.583990   77.425444   0.000000    0.000000    0.000000    
Rhubarb, raw               9307        7.40808068  0.000000    0.000000    4.343829    1.019172    0.000000    0.589279    0.167313    0.000000    3.030578    0.000000    0.735902    0.000000    0.000000    0.000000    1.515289    0.087843    0.000000    0.000000    0.515198    0.000000    0.713077    4.489746    0.000000    0.909174    12.332770   
Millet, raw                20031       0.0         0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    
Chicken, broilers or frye  5053        0.0         0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    
Chicken, broilers or frye  5105        0.0         0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    
Cranberries, raw           9078        0.0         0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    
Oil, peanut, salad or coo  4042        0.0         0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    
Nuts, walnuts, black, dri  12154       26.6116582  360.324688  303.577018  11.068030   7.725445    0.000000    62.396273   39.497899   0.000000    41.127107   104.930960  37.490234   111.143978  87.650663   41.017420   91.175167   0.157777    78.807523   139.033522  0.725772    0.000000    62.224317   3.427259    0.000000    25.160112   4.082470    
Litchis, dried             9165        0.0         0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    
Beans, french, mature see  16022       0.0         0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    
Raisins, dark, seedless (  9298        0.0         0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    
Mangos, raw                9176        0.0         0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    
-------------------------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  
Total                                              650.731288  689.348838  669.800165  677.705166  678.199434  733.822754  677.630580  0.28975567  689.030463  629.149759  685.589851  823.890171  640.654318  589.741751  668.250152  681.859195  652.717164  745.089278  691.832258  683.260561  660.941797  688.165943  672.987079  672.901958  680.869474  
-------------------------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  
Required                                           681.81816   681.818159  681.818159  681.818159  681.818159  681.818159  681.818159  0.0         681.818159  681.818159  681.818159  681.818159  681.818159  681.818159  681.818159  681.818159  681.818159  681.818159  681.818159  681.818159  681.818159  681.818159  681.818159  681.818159  681.818159  
-------------------------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  
Difference                                         31.0868718  -7.5306785  12.0179948  4.11299372  3.61872545  -52.004594  4.18757988  -0.2897556  -7.2123038  52.6684009  -3.7716914  -142.07201  41.1638415  92.0764082  13.5680074  -0.0410356  29.1009952  -63.271118  -10.014098  -1.4424017  20.8763621  -6.3477832  8.83108050  8.91620183  0.94868548  
-------------------------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  ----------  
